ID,UUID,Versao_Form,Status,Data_Inicio,Hora_Inicio,Data_Fim,Hora_Fim,Duracao_min,Municipio,Cod_IBGE,Comunidade,Cod_Com,Polo,Bloco,Supervisor,Pesquisador,Mobilizador,Latitude,Longitude,Precisao_GPS_m,Foto,Consentimento,Diario_Campo,Link_Evidencia,Upload_Data,Area,Genero,Idade,Escolaridade,Renda,Tempo_Residencia,Q1_QV,Q2_Saude,Q3_Educ,Q4_RelEmpresa,Q5_Prioridade,Q6_Preocupacao,Obs_Aberta
157,UUID-1157,v2.4,Completa,2026-04-23,09:47,2026-04-14,08:29,29,Serra Azul,310004,Barreiro,SZ04,Polo 1,B1,Marina,Ana,Lia,-18.2057852130241,-43.4419157946822,23,Sim,Sim,Sim,https://repo/evid/157.jpg,2026-04-17,Rural,M,52,Médio,3200,41,5,4,4,1,Educação,Emprego,
158,UUID-1158,v2.4,Completa,2026-04-12,08:44,2026-04-12,13:59,40,Rio Claro,310001,Centro,RC01,Polo 1,B3,Paula,Júlia,Marcos,-18.9134947785622,-43.2347257589795,19,Sim,Sim,Sim,https://repo/evid/158.jpg,2026-04-22,Rural,F,59,Médio,1800,35,3,2,5,5,Água,Água,
159,UUID-1159,v2.4,Parcial,2026-04-21,08:35,2026-04-27,10:07,10,Boa Esperança,310005,Santa Rita,BE05,Polo 1,B5,Paula,Pedro,Marcos,-18.4524745498078,-43.9148731432506,11,Sim,Sim,Sim,https://repo/evid/159.jpg,2026-04-21,Urbana,M,61,Superior,4500,10,3,2,3,5,Água,Água,
160,UUID-1160,v2.4,Completa,2026-04-28,08:54,2026-04-27,15:41,12,Santa Aurora,310002,Lagoa,SA02,Polo 3,B6,Marina,Júlia,Lia,-18.8025824075521,-43.4194043465913,15,Sim,Sim,Sim,https://repo/evid/160.jpg,2026-04-21,Urbana,F,29,Fundamental,2500,40,2,2,4,4,Educação,Saúde,
161,UUID-1161,v2.4,Completa,2026-04-28,10:36,2026-04-28,13:51,28,Boa Esperança,310005,Santa Rita,BE05,Polo 4,B2,Marina,Júlia,Lia,-18.2143398879355,-43.2878008727743,25,Sim,Sim,Sim,https://repo/evid/161.jpg,2026-04-23,Rural,M,62,Fundamental,2500,57,5,4,5,3,Água,Transporte,
162,UUID-1162,v2.4,Completa,2026-04-12,12:54,2026-04-14,16:12,24,Santa Aurora,310002,Lagoa,SA02,Polo 1,B6,Marina,Ana,Marcos,-18.3683735055388,-43.1873576001682,23,Sim,Sim,Sim,https://repo/evid/162.jpg,2026-04-22,Urbana,F,29,Superior,2500,35,5,2,4,4,Emprego,Saúde,
163,UUID-1163,v2.4,Completa,2026-04-26,16:05,2026-04-22,13:32,8,Vale Verde,310003,Boa Vista,VV03,Polo 2,B5,Paula,Carlos,Marcos,-18.8596293073429,-43.8407775820855,23,Sim,Sim,Sim,https://repo/evid/163.jpg,2026-04-28,Urbana,M,47,Médio,1200,15,5,2,2,3,Água,Água,
164,UUID-1164,v2.4,Completa,2026-04-16,16:58,2026-04-21,14:30,37,Rio Claro,310001,Centro,RC01,Polo 1,B1,Paula,Júlia,Lia,-18.2962637471524,-43.4786270958665,13,Sim,Sim,Sim,https://repo/evid/164.jpg,2026-04-18,Urbana,M,60,Superior,3200,24,2,5,4,4,Emprego,Transporte,
165,UUID-1165,v2.4,Completa,2026-04-21,15:50,2026-04-25,17:00,40,Lagoa Nova,310006,Córrego,LN06,Polo 2,B4,Marina,Carlos,Lia,-18.485458726857,-43.7191904916501,9,Sim,Sim,Sim,https://repo/evid/165.jpg,2026-04-15,Urbana,M,70,Superior,1200,43,3,4,4,1,Educação,Transporte,
166,UUID-1166,v2.4,Completa,2026-04-28,10:41,2026-04-23,08:15,10,Pedra Branca,310008,Pedreira,PB08,Polo 2,B5,Paula,Carlos,Lia,-18.3704595751118,-43.9608091347605,23,Sim,Sim,Sim,https://repo/evid/166.jpg,2026-04-14,Urbana,F,31,Médio,1800,34,5,5,2,3,Saúde,Água,
167,UUID-1167,v2.4,Completa,2026-04-25,15:10,2026-04-17,14:38,17,Pedra Branca,310008,Pedreira,PB08,Polo 2,B5,Paula,Rafaela,Bruno,-18.8322782984064,-43.3144088361958,19,Sim,Sim,Sim,https://repo/evid/167.jpg,2026-04-29,Urbana,F,56,Médio,3200,9,2,1,3,5,Educação,Água,
168,UUID-1168,v2.4,Completa,2026-04-25,08:56,2026-04-27,16:48,15,Santa Aurora,310002,Lagoa,SA02,Polo 1,B4,Paula,Carlos,Marcos,-18.4607140136695,-43.9987997941899,25,Sim,Sim,Sim,https://repo/evid/168.jpg,2026-04-23,Rural,M,29,Fundamental,4500,28,3,4,5,3,Saúde,Transporte,
169,UUID-1169,v2.4,Completa,2026-04-25,11:58,2026-04-12,12:38,42,Vale Verde,310003,Boa Vista,VV03,Polo 4,B3,Marina,Ana,Marcos,-18.256354318638,-43.9928859205694,21,Sim,Sim,Sim,https://repo/evid/169.jpg,2026-04-13,Urbana,M,34,Superior,,45,4,4,4,1,Emprego,Transporte,
170,UUID-1170,v2.4,Completa,2026-04-27,14:36,2026-04-21,17:17,33,Boa Esperança,310005,Santa Rita,BE05,Polo 2,B4,Paula,Rafaela,Bruno,-18.821280402167,-43.4409061703465,20,Sim,Sim,Sim,https://repo/evid/170.jpg,2026-04-18,Rural,M,35,Superior,3200,80,3,1,3,4,Emprego,Emprego,
171,UUID-1171,v2.4,Completa,2026-04-22,13:51,2026-04-27,17:44,11,Serra Azul,310004,Barreiro,SZ04,Polo 2,B4,Paula,Ana,Lia,-18.1767445344826,-43.5283313399117,24,Sim,Sim,Sim,https://repo/evid/171.jpg,2026-04-23,Urbana,F,50,Médio,1800,24,2,5,2,4,Educação,Saúde,
172,UUID-1172,v2.4,Completa,2026-04-15,15:28,2026-04-10,11:54,41,Rio Claro,310001,Centro,RC01,Polo 3,B2,Marina,Rafaela,Marcos,-18.4841863684472,-43.7683290271819,10,Sim,Sim,Sim,https://repo/evid/172.jpg,2026-04-11,Rural,F,78,Superior,1200,11,2,3,5,3,Educação,Transporte,
173,UUID-1173,v2.4,Completa,2026-04-10,09:58,2026-04-12,16:18,30,Serra Azul,310004,Barreiro,SZ04,Polo 3,B3,Marina,Rafaela,Lia,-18.5452409913412,-43.5960435302935,5,Sim,Sim,Sim,https://repo/evid/173.jpg,2026-04-18,Urbana,M,51,Superior,1200,36,2,5,4,3,Saúde,Saúde,
174,UUID-1174,v2.4,Completa,2026-04-24,14:36,2026-04-25,11:48,29,Boa Esperança,310005,Santa Rita,BE05,Polo 4,B6,João,Rafaela,Lia,-18.5180298379342,-43.7421802351806,17,Sim,Sim,Sim,https://repo/evid/174.jpg,2026-04-17,Urbana,M,62,Médio,2500,34,2,3,3,3,Saúde,Transporte,
175,UUID-1175,v2.4,Completa,2026-04-27,10:30,2026-04-20,13:13,25,Lagoa Nova,310006,Córrego,LN06,Polo 2,B6,Paula,Carlos,Bruno,-18.2628877520586,-43.7651386280698,12,Sim,Sim,Sim,https://repo/evid/175.jpg,2026-04-18,Urbana,F,22,Fundamental,1800,54,4,2,2,1,Saúde,Transporte,
176,UUID-1176,v2.4,Completa,2026-04-27,08:54,2026-04-25,13:39,28,Rio Claro,310001,Centro,RC01,Polo 4,B5,João,Pedro,Lia,-18.0156053173225,-43.0839931703275,13,Sim,Sim,Sim,https://repo/evid/176.jpg,2026-04-22,Urbana,F,66,Fundamental,4500,52,5,4,2,5,Água,Transporte,
177,UUID-1177,v2.4,Completa,2026-04-13,16:29,2026-04-20,08:00,21,Vale Verde,310003,Boa Vista,VV03,Polo 4,B5,Marina,Júlia,Bruno,-18.3872219036382,-43.7402992309097,22,Sim,Sim,Sim,https://repo/evid/177.jpg,2026-04-18,Urbana,M,47,Médio,4500,22,4,2,5,4,Emprego,Transporte,
178,UUID-1178,v2.4,Completa,2026-04-22,12:28,2026-04-15,17:08,22,Lagoa Nova,310006,Córrego,LN06,Polo 1,B6,João,Carlos,Marcos,-18.5677812482692,-43.6191166177685,9,Sim,Sim,Sim,https://repo/evid/178.jpg,2026-04-14,Rural,F,41,Fundamental,3200,32,3,5,4,4,Água,Saúde,
179,UUID-1179,v2.4,Completa,2026-04-13,10:03,2026-04-16,12:30,14,Rio Claro,310001,Centro,RC01,Polo 4,B6,João,Júlia,Bruno,-18.6396934199307,-43.4425085117531,13,Sim,Sim,Sim,https://repo/evid/179.jpg,2026-04-21,Urbana,M,43,Fundamental,2500,56,3,5,3,3,Água,Saúde,
180,UUID-1180,v2.4,Completa,2026-04-24,09:24,2026-04-19,15:40,17,Pedra Branca,310008,Pedreira,PB08,Polo 2,B6,João,Pedro,Marcos,-18.3876898618666,-43.5952272798948,7,Sim,Sim,Sim,https://repo/evid/180.jpg,2026-04-12,Urbana,M,67,Fundamental,2500,21,4,3,5,3,Educação,Saúde,
181,UUID-1181,v2.4,Completa,2026-04-15,10:54,2026-04-10,10:46,23,Pedra Branca,310008,Pedreira,PB08,Polo 3,B6,Paula,Tiago,Lia,-18.7894285085282,-43.6029544166996,8,Sim,Sim,Sim,https://repo/evid/181.jpg,2026-04-12,Rural,F,44,Fundamental,3200,34,2,1,4,5,Emprego,Emprego,
182,UUID-1182,v2.4,Completa,2026-04-17,11:47,2026-04-19,15:40,16,São Miguel do Norte,310007,São José,SM07,Polo 2,B5,Marina,Ana,Lia,-18.3364508646962,-43.1396311825866,15,Sim,Sim,Sim,https://repo/evid/182.jpg,2026-04-25,Rural,M,37,Superior,3200,9,3,5,5,5,Educação,Saúde,
183,UUID-1183,v2.4,Completa,2026-04-27,11:51,2026-04-12,15:19,31,Lagoa Nova,310006,Córrego,LN06,Polo 4,B3,Marina,Júlia,Lia,-18.9999076536051,-43.1846202108391,9,Sim,Sim,Sim,https://repo/evid/183.jpg,2026-04-21,Rural,M,48,Superior,1200,45,5,4,4,1,Educação,Saúde,
184,UUID-1184,v2.4,Completa,2026-04-10,16:23,2026-04-16,14:56,35,Serra Azul,310004,Barreiro,SZ04,Polo 4,B2,Marina,Tiago,Marcos,-18.3540092007091,-43.1715731443587,12,Sim,Sim,Sim,https://repo/evid/184.jpg,2026-04-18,Urbana,M,68,Superior,1800,34,4,3,4,4,Emprego,Emprego,
185,UUID-1185,v2.4,Completa,2026-04-19,09:40,2026-04-24,17:28,25,Vale Verde,310003,Boa Vista,VV03,Polo 4,B2,João,Ana,Lia,-18.9503679277769,-43.4650292469402,10,Sim,Sim,Sim,https://repo/evid/185.jpg,2026-04-13,Rural,M,26,Fundamental,3200,47,2,2,2,2,Saúde,Transporte,
186,UUID-1186,v2.4,Completa,2026-04-23,12:50,2026-04-25,13:29,10,Serra Azul,310004,Barreiro,SZ04,Polo 3,B1,Marina,Ana,Bruno,-18.2243470892875,-43.9286153052509,20,Sim,Sim,Sim,https://repo/evid/186.jpg,2026-04-15,Urbana,M,39,Médio,1200,8,3,4,5,2,Saúde,Água,
187,UUID-1187,v2.4,Completa,2026-04-13,16:42,2026-04-16,15:24,27,Pedra Branca,310008,Pedreira,PB08,Polo 3,B2,Paula,Tiago,Lia,-18.2552754213108,-43.4504200553825,8,Sim,Sim,Sim,https://repo/evid/187.jpg,2026-04-18,Rural,M,65,Fundamental,2500,57,2,2,2,2,Educação,Saúde,
188,UUID-1188,v2.4,Completa,2026-04-18,09:25,2026-04-17,08:02,38,Rio Claro,310001,Centro,RC01,Polo 2,B3,Marina,Carlos,Lia,-18.500080793415,-43.3140553562444,15,Sim,Sim,Sim,https://repo/evid/188.jpg,2026-04-11,Urbana,M,28,Superior,1800,45,2,2,5,2,Água,Saúde,
189,UUID-1189,v2.4,Completa,2026-04-16,08:44,2026-04-22,13:46,16,Pedra Branca,310008,Pedreira,PB08,Polo 3,B1,João,Tiago,Bruno,-18.4409752093649,-43.4572659231943,20,Sim,Sim,Sim,https://repo/evid/189.jpg,2026-04-16,Urbana,M,64,Médio,3200,18,3,1,3,4,Água,Saúde,
190,UUID-1190,v2.4,Completa,2026-04-10,16:24,2026-04-15,08:39,31,Lagoa Nova,310006,Córrego,LN06,Polo 2,B3,Paula,Ana,Marcos,-18.0328368429917,-43.180950266216,11,Sim,Sim,Sim,https://repo/evid/190.jpg,2026-04-26,Rural,F,47,Superior,2500,21,5,3,2,1,Saúde,Emprego,
191,UUID-1191,v2.4,Completa,2026-04-11,11:06,2026-04-25,11:06,10,Vale Verde,310003,Boa Vista,VV03,Polo 4,B6,João,Rafaela,Marcos,-18.2986859784253,-43.744061469666,16,Sim,Sim,Sim,https://repo/evid/191.jpg,2026-04-17,Urbana,F,29,Fundamental,3200,60,2,4,2,3,Educação,Saúde,
192,UUID-1192,v2.4,Completa,2026-04-18,16:02,2026-04-12,12:04,21,Rio Claro,310001,Centro,RC01,Polo 1,B1,Paula,Carlos,Marcos,-18.614668911774,-43.8068805521265,12,Sim,Sim,Sim,https://repo/evid/192.jpg,2026-04-28,Urbana,M,70,Superior,1200,50,4,4,5,1,Emprego,Água,
193,UUID-1193,v2.4,Completa,2026-04-20,10:34,2026-04-24,13:57,28,São Miguel do Norte,310007,São José,SM07,Polo 3,B3,João,Tiago,Bruno,-18.1738450249592,-43.6765490799515,12,Sim,Sim,Sim,https://repo/evid/193.jpg,2026-04-28,Urbana,M,50,Superior,2500,24,5,4,5,1,Saúde,Saúde,
194,UUID-1194,v2.4,Completa,2026-04-14,12:00,2026-04-19,11:13,28,Rio Claro,310001,Centro,RC01,Polo 1,B6,João,Rafaela,Marcos,-18.4436769144932,-43.0740775497883,9,Sim,Sim,Sim,https://repo/evid/194.jpg,2026-04-13,Urbana,M,51,Médio,1800,9,4,3,3,2,Água,Saúde,
195,UUID-1195,v2.4,Completa,2026-04-22,11:46,2026-04-12,13:50,38,Santa Aurora,310002,Lagoa,SA02,Polo 2,B4,Paula,Tiago,Marcos,-18.1804847351636,-43.9046359464882,25,Sim,Sim,Sim,https://repo/evid/195.jpg,2026-04-19,Urbana,M,54,Fundamental,1200,59,4,3,5,4,Saúde,Água,
196,UUID-1196,v2.4,Completa,2026-04-22,08:19,2026-04-26,08:20,42,Rio Claro,310001,Centro,RC01,Polo 2,B3,Paula,Tiago,Lia,-18.8468025173953,-43.3263647576304,17,Sim,Sim,Sim,https://repo/evid/196.jpg,2026-04-24,Urbana,F,58,Médio,2500,51,5,2,3,3,Saúde,Transporte,
197,UUID-1197,v2.4,Completa,2026-04-22,12:05,2026-04-22,16:27,16,Rio Claro,310001,Centro,RC01,Polo 2,B4,Paula,Carlos,Bruno,-18.6046811964195,-43.4286693170957,22,Sim,Sim,Sim,https://repo/evid/197.jpg,2026-04-29,Urbana,F,53,Fundamental,2500,50,5,3,2,1,Educação,Transporte,
198,UUID-1198,v2.4,Completa,2026-04-16,13:22,2026-04-10,12:10,30,Lagoa Nova,310006,Córrego,LN06,Polo 4,B5,Marina,Pedro,Lia,-18.0757867930966,-43.7665104031586,16,Sim,Sim,Sim,https://repo/evid/198.jpg,2026-04-14,Urbana,F,40,Superior,1200,16,3,3,2,3,Saúde,Saúde,
199,UUID-1198,v2.4,Completa,2026-04-16,13:22,2026-04-10,12:10,30,Lagoa Nova,310006,Córrego,LN06,Polo 4,B5,Marina,Pedro,Lia,-18.0757867930966,-43.7665104031586,16,Sim,Sim,Sim,https://repo/evid/198.jpg,2026-04-14,Urbana,F,40,Superior,1200,16,3,3,2,3,Saúde,Saúde,
200,UUID-1200,v2.4,Completa,2026-04-18,13:55,2026-04-13,08:18,32,Santa Aurora,310002,Lagoa,SA02,Polo 2,B4,Paula,Tiago,Lia,-18.0961279398542,-43.5153378481658,24,Sim,Sim,Sim,https://repo/evid/200.jpg,2026-04-27,Urbana,F,42,Fundamental,4500,30,2,1,3,5,Água,Saúde,
201,UUID-1201,v2.4,Completa,2026-04-15,08:22,2026-04-21,13:40,27,Pedra Branca,310008,Pedreira,PB08,Polo 2,B5,João,Ana,Marcos,-18.7423206353286,-43.6128294103563,5,Sim,Sim,Sim,https://repo/evid/201.jpg,2026-04-27,Rural,F,43,Fundamental,2500,58,5,2,2,4,Emprego,Transporte,
202,UUID-1202,v2.4,Completa,2026-04-14,14:19,2026-04-20,15:34,16,Serra Azul,310004,Barreiro,SZ04,Polo 2,B6,Marina,Rafaela,Marcos,-18.3159513637416,-43.7976897667156,9,Sim,Sim,Sim,https://repo/evid/202.jpg,2026-04-19,Urbana,M,54,Fundamental,4500,59,3,3,2,5,Saúde,Água,
203,UUID-1203,v2.4,Completa,2026-04-14,08:48,2026-04-20,14:26,27,Lagoa Nova,310006,Córrego,LN06,Polo 4,B6,Paula,Tiago,Bruno,-18.8480429442293,-43.8120663977655,9,Sim,Sim,Sim,https://repo/evid/203.jpg,2026-04-15,Urbana,M,71,Superior,4500,40,3,5,3,2,Saúde,Saúde,
204,UUID-1204,v2.4,Completa,2026-04-25,10:32,2026-04-25,13:11,32,Santa Aurora,310002,Lagoa,SA02,Polo 4,B4,Marina,Carlos,Lia,-18.7737269399149,-43.5914108398219,5,Sim,Sim,Sim,https://repo/evid/204.jpg,2026-04-18,Rural,F,62,Superior,1800,49,3,1,3,4,Educação,Saúde,
205,UUID-1205,v2.4,Completa,2026-04-17,14:25,2026-04-11,17:47,32,Pedra Branca,310008,Pedreira,PB08,Polo 3,B4,Paula,Tiago,Marcos,-18.4061941986072,-43.4747694682971,6,Sim,Sim,Sim,https://repo/evid/205.jpg,2026-04-26,Urbana,M,74,Médio,1200,57,3,5,5,1,Educação,Emprego,
206,UUID-1206,v2.4,Completa,2026-04-24,14:56,2026-04-19,12:29,18,Serra Azul,310004,Barreiro,SZ04,Polo 4,B3,Paula,Ana,Marcos,-18.4830303497339,-43.8577603812249,25,Sim,Sim,Sim,https://repo/evid/206.jpg,2026-04-24,Urbana,F,36,Fundamental,4500,58,3,4,5,3,Educação,Emprego,
207,UUID-1207,v2.4,Completa,2026-04-28,11:56,2026-04-24,09:16,28,Vale Verde,310003,Boa Vista,VV03,Polo 2,B6,Paula,Ana,Lia,-18.8858350611759,-43.5506015819753,16,Sim,Sim,Sim,https://repo/evid/207.jpg,2026-04-12,Rural,F,47,Médio,4500,25,2,2,4,5,Emprego,Água,
208,UUID-1208,v2.4,Completa,2026-04-11,14:19,2026-04-19,15:18,19,Vale Verde,310003,Boa Vista,VV03,Polo 1,B2,Marina,Ana,Marcos,-18.2346041928745,-43.987792235176,20,Sim,Sim,Sim,https://repo/evid/208.jpg,2026-04-25,Urbana,M,29,Fundamental,1800,38,5,4,5,4,Saúde,Emprego,
209,UUID-1209,v2.4,Completa,2026-04-27,12:39,2026-04-27,11:03,19,Serra Azul,310004,Barreiro,SZ04,Polo 2,B1,Paula,Júlia,Lia,-18.8546255837841,-43.9675679082647,23,Sim,Sim,Sim,https://repo/evid/209.jpg,2026-04-29,Rural,M,74,Fundamental,1200,7,5,2,3,3,Emprego,Transporte,
210,UUID-1210,v2.4,Completa,2026-04-11,09:49,2026-04-19,13:23,32,Lagoa Nova,310006,Córrego,LN06,Polo 1,B4,Paula,Ana,Bruno,-18.5291831557859,-43.8779767699941,13,Sim,Sim,Sim,https://repo/evid/210.jpg,2026-04-20,Rural,F,77,Superior,1800,40,2,1,2,4,Água,Transporte,
211,UUID-1211,v2.4,Completa,2026-04-26,13:59,2026-04-14,17:36,39,Lagoa Nova,310006,Córrego,LN06,Polo 4,B4,Marina,Rafaela,Lia,-18.2914129324966,-43.0207423404339,5,Sim,Sim,Sim,https://repo/evid/211.jpg,2026-04-13,Urbana,M,34,Superior,1200,48,3,5,5,4,Saúde,Saúde,
212,UUID-1212,v2.4,Completa,2026-04-16,08:40,2026-04-16,12:16,12,Lagoa Nova,310006,Córrego,LN06,Polo 3,B3,Paula,Rafaela,Bruno,-18.2329673990151,-43.8861632370514,15,Sim,Sim,Sim,https://repo/evid/212.jpg,2026-04-20,Rural,F,53,Fundamental,1800,22,4,4,5,1,Emprego,Transporte,
213,UUID-1213,v2.4,Completa,2026-04-24,16:57,2026-04-20,15:50,34,Vale Verde,310003,Boa Vista,VV03,Polo 1,B5,João,Rafaela,Marcos,-18.3218023753501,-43.4448227916965,5,Sim,Sim,Sim,https://repo/evid/213.jpg,2026-04-16,Rural,M,58,Fundamental,1800,18,2,3,5,5,Emprego,Transporte,
214,UUID-1214,v2.4,Completa,2026-04-13,12:45,2026-04-20,08:17,34,Vale Verde,310003,Boa Vista,VV03,Polo 1,B4,Marina,Júlia,Bruno,-18.1705425310826,-43.6973712949742,21,Sim,Sim,Sim,https://repo/evid/214.jpg,2026-04-19,Urbana,F,56,Médio,1200,50,3,1,5,5,Saúde,Transporte,
215,UUID-1215,v2.4,Completa,2026-04-20,15:46,2026-04-26,12:49,28,Vale Verde,310003,Boa Vista,VV03,Polo 2,B1,Paula,Tiago,Lia,-18.7948128899591,-43.9634474630701,17,Sim,Sim,Sim,https://repo/evid/215.jpg,2026-04-26,Urbana,F,30,Médio,1200,44,2,3,5,1,Saúde,Saúde,
216,UUID-1216,v2.4,Completa,2026-04-19,11:20,2026-04-16,11:18,25,Rio Claro,310001,Centro,RC01,Polo 3,B4,Paula,Ana,Bruno,-18.8506792772003,-43.7263631141599,5,Sim,Sim,Sim,https://repo/evid/216.jpg,2026-04-29,Urbana,F,54,Superior,2500,36,4,3,3,3,Emprego,Água,
217,UUID-1217,v2.4,Completa,2026-04-20,16:28,2026-04-11,10:01,38,Santa Aurora,310002,Lagoa,SA02,Polo 1,B1,João,Ana,Lia,-18.57353425479,-43.8210170067498,24,Sim,Sim,Sim,https://repo/evid/217.jpg,2026-04-28,Rural,M,37,Médio,2500,53,3,5,2,4,Emprego,Emprego,
218,UUID-1218,v2.4,Completa,2026-04-24,12:43,2026-04-24,15:14,22,Pedra Branca,310008,Pedreira,PB08,Polo 2,B5,João,Júlia,Bruno,-18.8166469283431,-43.0827355782302,15,Sim,Sim,Sim,https://repo/evid/218.jpg,2026-04-20,Rural,M,24,Fundamental,1200,31,2,3,5,4,Emprego,Saúde,
219,UUID-1219,v2.4,Completa,2026-04-28,10:32,2026-04-13,14:52,14,Lagoa Nova,310006,Córrego,LN06,Polo 3,B5,Paula,Ana,Bruno,-18.4672544340717,-43.5991835252156,18,Sim,Sim,Sim,https://repo/evid/219.jpg,2026-04-17,Urbana,F,56,Médio,3200,5,4,2,5,4,Água,Água,
220,UUID-1220,v2.4,Completa,2026-04-12,15:07,2026-04-28,17:29,28,Vale Verde,310003,Boa Vista,VV03,Polo 1,B4,Marina,Júlia,Bruno,-18.9303923651706,-43.8912553661651,24,Sim,Sim,Sim,https://repo/evid/220.jpg,2026-04-22,Rural,M,60,Superior,1200,6,3,2,2,2,Emprego,Transporte,
221,UUID-1221,v2.4,Completa,2026-04-28,15:12,2026-04-16,13:19,27,Boa Esperança,310005,Santa Rita,BE05,Polo 4,B6,João,Ana,Marcos,-18.9918807475903,-43.0135783515094,17,Sim,Sim,Sim,https://repo/evid/221.jpg,2026-04-14,Rural,F,42,Médio,4500,4,2,5,4,1,Água,Emprego,
222,UUID-1222,v2.4,Completa,2026-04-28,14:40,2026-04-20,14:25,32,Serra Azul,310004,Barreiro,SZ04,Polo 4,B5,Marina,Tiago,Lia,-18.5251285870443,-43.8117731619222,17,Sim,Sim,Sim,https://repo/evid/222.jpg,2026-04-21,Rural,F,45,Médio,1800,9,2,1,2,2,Educação,Transporte,
223,UUID-1223,v2.4,Completa,2026-04-14,14:55,2026-04-24,17:59,35,Vale Verde,310003,Boa Vista,VV03,Polo 2,B4,Paula,Pedro,Marcos,-18.1799285750833,-43.61528528217,12,Sim,Sim,Sim,https://repo/evid/223.jpg,2026-04-15,Rural,F,23,Superior,3200,55,3,5,4,4,Água,Emprego,
224,UUID-1224,v2.4,Completa,2026-04-25,13:07,2026-04-28,15:44,13,Rio Claro,310001,Centro,RC01,Polo 2,B6,Paula,Rafaela,Bruno,-18.5350636726845,-43.9217653980601,24,Sim,Sim,Sim,https://repo/evid/224.jpg,2026-04-12,Urbana,M,54,Superior,1200,44,4,5,2,3,Saúde,Transporte,
225,UUID-1225,v2.4,Completa,2026-04-25,13:26,2026-04-21,12:18,18,Pedra Branca,310008,Pedreira,PB08,Polo 1,B6,Paula,Tiago,Bruno,-18.273028285913,-43.4362937267092,6,Sim,Sim,Sim,https://repo/evid/225.jpg,2026-04-25,Urbana,F,50,Superior,2500,52,2,3,5,1,Emprego,Emprego,
226,UUID-1226,v2.4,Completa,2026-04-14,12:17,2026-04-18,08:47,15,Boa Esperança,310005,Santa Rita,BE05,Polo 2,B5,Paula,Carlos,Marcos,-18.5533468323218,-43.1921593086764,13,Sim,Sim,Sim,https://repo/evid/226.jpg,2026-04-17,Rural,F,34,Superior,1200,22,2,2,3,4,Educação,Transporte,
227,UUID-1227,v2.4,Completa,2026-04-24,10:13,2026-04-28,13:03,24,Serra Azul,310004,Barreiro,SZ04,Polo 1,B1,Marina,Pedro,Bruno,-18.523768057664,-43.5237337593276,22,Sim,Sim,Sim,https://repo/evid/227.jpg,2026-04-17,Rural,M,60,Médio,2500,10,5,1,4,4,Educação,Saúde,
228,UUID-1228,v2.4,Completa,2026-04-27,13:54,2026-04-23,17:58,25,Rio Claro,310001,Centro,RC01,Polo 3,B3,João,Ana,Bruno,-18.3456567184316,-43.6088462363101,12,Sim,Sim,Sim,https://repo/evid/228.jpg,2026-04-28,Urbana,M,24,Superior,1800,21,2,1,2,1,Educação,Emprego,
229,UUID-1229,v2.4,Completa,2026-04-24,13:14,2026-04-19,12:12,10,Santa Aurora,310002,Lagoa,SA02,Polo 1,B5,Marina,Ana,Marcos,-18.3433944814357,-43.1645408629118,24,Sim,Sim,Sim,https://repo/evid/229.jpg,2026-04-13,Urbana,F,61,Superior,1800,25,3,1,3,3,Água,Transporte,
230,UUID-1230,v2.4,Completa,2026-04-24,12:49,2026-04-23,13:16,18,Santa Aurora,310002,Lagoa,SA02,Polo 1,B3,Marina,Pedro,Bruno,-18.667345263094,-43.9399413521719,13,Sim,Sim,Sim,https://repo/evid/230.jpg,2026-04-15,Rural,F,58,Médio,1800,40,5,2,5,1,Emprego,Transporte,
231,UUID-1231,v2.4,Completa,2026-04-13,15:45,2026-04-18,09:02,12,Serra Azul,310004,Barreiro,SZ04,Polo 1,B5,Paula,Júlia,Bruno,-18.9812352068982,-43.5022986222144,25,Sim,Sim,Sim,https://repo/evid/231.jpg,2026-04-10,Urbana,M,57,Médio,1800,45,4,4,2,5,Educação,Transporte,
232,UUID-1232,v2.4,Completa,2026-04-12,16:14,2026-04-10,14:44,38,São Miguel do Norte,310007,São José,SM07,Polo 1,B5,Paula,Júlia,Bruno,-18.3181642643897,-43.5993852015198,25,Sim,Sim,Sim,https://repo/evid/232.jpg,2026-04-12,Rural,M,43,Fundamental,3200,49,4,2,3,5,Saúde,Transporte,
233,UUID-1233,v2.4,Completa,2026-04-22,09:40,2026-04-21,15:05,36,Serra Azul,310004,Barreiro,SZ04,Polo 2,B2,Marina,Carlos,Lia,-18.280260965255,-43.4070545715207,20,Sim,Sim,Sim,https://repo/evid/233.jpg,2026-04-22,Urbana,M,37,Médio,4500,54,5,1,2,3,Saúde,Saúde,
234,UUID-1234,v2.4,Completa,2026-04-13,11:51,2026-04-26,15:43,42,Rio Claro,310001,Centro,RC01,Polo 2,B6,Paula,Carlos,Lia,-18.963122332577,-43.858409527772,25,Sim,Sim,Sim,https://repo/evid/234.jpg,2026-04-10,Rural,F,43,Fundamental,1800,1,3,1,4,1,Educação,Água,
235,UUID-1235,v2.4,Completa,2026-04-13,09:31,2026-04-17,09:51,20,Santa Aurora,310002,Lagoa,SA02,Polo 4,B3,Paula,Tiago,Bruno,-18.6757650589883,-43.0241467305713,23,Sim,Sim,Sim,https://repo/evid/235.jpg,2026-04-27,Urbana,M,70,Fundamental,1200,38,3,3,2,1,Água,Água,
